description,team,thumbnail,title,videoId
"최강 조합 갸티비 등판!
박찬호♥박정우♥홍종표 +엽X + 허X콤보 + 요거트아이스크림!


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/wDgL73uezgU/hqdefault.jpg,‘꿀조합 특집’ 박찬호 박정우 홍종표의 저품격 ASMR 🍴🩷,wDgL73uezgU
"투수들이 더 몰입한 이번 콘텐츠..!


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/oHStKpqZ_Gk/hqdefault.jpg,우리 팀 달리기 순위 줄 세워본 결과.. 🏃🏻‍♂️ [무인갸메라],oHStKpqZ_Gk
"달빛 시리즈 위닝!!🌙 


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/lMdSPFtBy7c/hqdefault.jpg,그때 그 ㅅ1절..☆ 칠판 지우개 어떻게 터셨어요? [실험갸메라],lMdSPFtBy7c
"24년도 신인들이 먹어본 챔필 먹거리들!
여러분이 #챔필에서_가장_먹고_싶은_메뉴는?🍴

⬇️ 챔필 식음료 매장 위치 확인하기
https://www.instagram.com/stories/highlights/18403123555066767/



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/4I9XA-bwi8U/hqdefault.jpg,"올해 싹 바뀌었다! 챔필 먹거리 크림새우, 원샷치킨, 떡볶이, 츄러스, 햄버거, 피자 다 먹어드림 🙆🏻",4I9XA-bwi8U
"올해 새로운 방식으로 시도한 #환상의짝꿍 젠가 버전!
첫 타자는 투수조 막내 케미를 보여주고 있는 윤영철&곽도규

#이_콘텐츠_어때요? #우정젠가




*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/wDfgV86na4A/hqdefault.jpg,"04년생 친구 윤영철 곽도규의 쿵짝 케미 | 새우 논쟁, 핸드폰 이름 저장명, 나만 아는 비밀 공개",wDfgV86na4A
"전체 선수를 대상으로 하는 새 무인갸메라!
관련해 진행할 만한 주제가 있다면 소리함으로 추천해주세요~!
https://forms.gle/GLzpXdaPf1o8JdLp8



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/ebN-HzAjBWA/hqdefault.jpg,“형이 무슨 F예요ㅋㅋㅋㅋ” MBTI T/F 감별사 등장 | 🆕무인갸메라,ebN-HzAjBWA
"투수들은 전력분석, 독서, 이미지 트레이닝 하면서 원정 감^_~



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/2Ld_Fthy8og/hqdefault.jpg,KBO 최초 프리미엄 버스 공개! 이번엔 투수 버스다!,2Ld_Fthy8og
"콩국수 설탕 vs 소금 물어보려고 했더니만..!


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/-QNPPM6T3BE/hqdefault.jpg,콩국수에 설탕 vs 소금? 짬뽕 vs 짜장? 기아 선수들의 먹취향은? 🍴,-QNPPM6T3BE
"갸티비 20만 기념 나캡틴이 간다!
#여러분_중에_설마_구독안하신_분은_없겠죠?



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/99_agfDTSes/hqdefault.jpg,🔊 갸티비 구독 안하신 분 찾습니다 ｜나성범의 구독 체크!,99_agfDTSes
"덕관 더 재밌게 보는 Tip!
제 자리가 어디냐면요.. 🗣️

0:13 이우성
0:26 이의리
0:50 네일
1:24 막내(?) 투수들
2:58 박찬호
3:13 장현식
4:17 홍종표&박민
5:31 서건창
5:58 김규성
6:17 박찬호
6:33 김태군
6:46 최원준
7:36 전상현
7:46 이현곤 코치
7:58 나성범
8:16 양현종
9:57 김규성
10:14 김선빈
10:20 윤중현
11:37 갸티비(?)
11:38 한준수
12:19 직접 그려드림
12:52 김도영
13:26 소크라테스



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/7aGtyRa0Dt0/hqdefault.jpg,‘덕관 꿀팁 공개’ 더그아웃엔 선수마다 지정석이 있다? 🔍,7aGtyRa0Dt0
"진짜 맛있습니다...♥ 요리 실력 인정


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/bouPClKQzfQ/hqdefault.jpg,"짜장면, 볶음밥, 꿔바로우 만들어주는 남자 고종욱  (feat. 서건창 이창진)",bouPClKQzfQ
"묘한 족보의 이의리 황동하 최지민의 어느 식사날 ㅋㅋㅋ


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/_wNrZNboX2k/hqdefault.jpg,고기 먹으러 왔다가 2시간동안 MBTI 얘기하고 감.. | 이의리 황동하 최지민,_wNrZNboX2k
"타이거즈의 코인들 김석환 변우혁 박민 정해원과 함께한 법카 파티 현장 🥩


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.",KIA,https://i.ytimg.com/vi/7zQ-O57ymuo/hqdefault.jpg,구단이 소고기 쏜다! 김석환 변우혁 박민 정해원의 저녁 식사 🍴,7zQ-O57ymuo
"MC: 양현종
출연: 최형우 김태군 김대유 최원준 + 10개 구단 최초 트레이닝코치 박준서&황종현 🤣



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/9IMkqsAlO7w/hqdefault.jpg,역대급 출연진 섭외 완. 고요 속의 외침2,9IMkqsAlO7w
"우혁 의리 지민 도영 해원에게 사랑받는(?)
윤도현 휴식일 이상 모음❣️



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/wesLctwnPWQ/hqdefault.jpg,"""이게 맞아?"" 연타석 홈런 맞는 윤도현 브이로그",wesLctwnPWQ
"다음편은 수요일에


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/PVf8jPmsLQ8/hqdefault.jpg,"22 신인 윤도현, 23 신인 곽도규, 24 신인 조대현의 24시간 릴레이 브이로그 🌱",PVf8jPmsLQ8
"외야에서 무슨 말을 하냐면요, 테스가 알려드림



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/yutRnC3PV38/hqdefault.jpg,김호령 응원가 부르는 소크라테스 실존!,yutRnC3PV38
"투수 불펜 피칭 후 컨디셔닝 훈련,
갸티비 헤드캠과 함께 합니다!




*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/TMhNhxLCHMA/hqdefault.jpg,189cm 장신 야구선수 머리에 헤드캠을 달았더니..@,TMhNhxLCHMA
"설날 맞이 특식 (떡국, LA갈비, 김치전, 파전) 이 나온 날,
아기호랑이(?)들과 점심 먹어요!




*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/dEjY0h-gNpo/hqdefault.jpg,조대현 윤영철 황동하 정해영이랑 떡국 먹을 사람 🍴,dEjY0h-gNpo
"오늘 점심 밥친구는 너로 정했다!
#외인들의_점심식사



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/6RP8NV1SKxk/hqdefault.jpg,"우리랑 같이 점심 먹을 사람? 크로우, 네일, 소크라테스 외인들의 점심식사 🍴",6RP8NV1SKxk
"학강초 양현종, 경북고 임기영, 수창초 이의리가 붙었다!
이긴 자의 모교에는 신한은행이 1,000만원 기부하기로 했는데.. 과연 그 결과는?

[쏠퀴즈 유의사항]
📌 이벤트 응모 가능 시간: 이벤트 운영일 00:00부터 ~ 23:59까지 응모가능
📌이벤트 기간: 2023.12.01 ~ 2024.3.31 [변동 가능]
📌 퀴즈의 정답을 입력하고 [제출하기] 버튼을 누르면 마이신한포인트[3~1,000P]가 추첨을 통해 즉시 적립됩니다.
[단, 더블 이벤트  등 추가 포인트 지급 이벤트 진행시, 페이지 내 안내 후 추가 포인트 지급 (더블 이벤트 경우 최대 2,000P 지급)]
📌마이신한포인트 적립을 위해서는 이벤트 시작  전 신한 슈퍼SOL 회원가입이 반드시 필요합니다.(신한 슈퍼SOL 회원이면 누구나 응모 가능) 
📌이벤트 일정은 KBO 및 은행 사정에 따라 변경되거나 조기 종료될 수 있습니다.
📌이벤트 응모는 1일 1회만 가능합니다.
📌정답으로 인해 지급된 마이신한포인트는 추첨 즉시 지급되며, 신한 SOL뱅크 메인화면 → Super SOL 에서 확인 가능합니다.
📌경품은 타 경품 또는 타 제품으로의 교환이 불가합니다.
📌경품은 사정에 따라 동급의 다른 경품으로 변경될 수 있습니다.
📌이 광고는 법령 및 내부 통제 기준에 따른 관련 절차를 거쳐 제공됩니다. 
기타 이벤트 관련 문의는 신한은행 고객상담센터 1599-8000(평일 오전 9시 ~ 오후 6시 / 주말 및 공휴일 휴무)로 부탁드립니다.
준법감시인 사전심사필 제2024-10240-1호(2024.01.24~2025.01.24)
📌 쏠퀴즈링크- https://me.shinhan.com/t0KTca9y


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/1oOA8NIYVfI/hqdefault.jpg,‘우승 1000만원’ 학강초 vs 수창초 vs 경북고 모교대전 승자는? (광고),1oOA8NIYVfI
"정해영 이의리 최지민 김도영 넷이 
국내 최초 대형 전기차 SUV EV9로 담양 다녀온 기아 EV9 시승 브이로그 🚙🎈



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/n5q91nVSEng/hqdefault.jpg,거구 야구선수 4명이 EV9에 누워봤더니..♡  | EV9 시승 후기 (광고),n5q91nVSEng
"출연해준 새얀이 가족 & 우성 정우 삼촌 고마워요 🌼



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/NAKaVcrcRDI/hqdefault.jpg,튜브가 잘못했네 (박찬호 딸 새얀이 육아일기 2편),NAKaVcrcRDI
"찬호와 똑닮은 귀염둥이 새얀🌼
우성 삼촌, 정우 삼촌이랑 같이 키카 다녀왔어요~



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/CE_Txle5Jy0/hqdefault.jpg,갸티비에 새얀이가 떴다! (1편),CE_Txle5Jy0
"다가올 봄날을 기다리며, 이번 콘텐츠 함께 해요!


✨ Timeline
0:00 인트로
0:29 팬 여러분과 함께 할 '봄날'을 기다리며
2:38 21년 이후 선수에게 요청하셨던 '예뻤어'
4:48 야구에 대한 진심이 담긴 '빌었어'
6:05 앞으로 '오르막길'이 가득하길 바라며
9:25 와이프에게 들려주고 싶은 '바보에게 바보가'
11:08 '그대만이'
13:06 우리가 원하는 우승 '한 페이지가 될 수 있게'
15:00 🍪 비가 오는 날엔 'Rainy Day'

🎄지난 장현식 2021년 크리스마스 콘서트 다시보기
https://youtu.be/eVJ4N9Uhk54?si=9vzLLHDp2hMez2Tc




*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/0DUo4pH1PAs/hqdefault.jpg,복면가왕 연락 기다립니다 🙏🏻 | 장현식 Healing Voice,0DUo4pH1PAs
"2023 리뷰 1편 타임라인

⭐ 0:33 요즘 일상
⭐ 1:46 많이 달라진 지민
❤️‍🩹 2:26 의리에게 하고 싶었던 말
⭐ 6:07 2023 시즌 리뷰 시작
⭐ 9:14 가장 기억에 남는 경기


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/3D8IPCdkevM/hqdefault.jpg,"KBO 수비상 박찬호, 2년 연속 10승 이의리, 12개월 내내 야구한 최지민에게 장어 먹이고 옴｜2023 리뷰 EP 1",3D8IPCdkevM
"죽어도 신분을 밝히지 않는 고차원의 #마피아게임!
유승철 박정우 변우혁 황동하 김찬민 윤영철 중 마피아는 누구?
갸티비와 함께 모두 즐거운 크리스마스 보내세요! 🎄✨



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/9ylBkYgnE_0/hqdefault.jpg,삼세판 물고 뜯는 마피아게임 대결! 🧨💥｜유승철 박정우 변우혁 황동하 김찬민 윤영철,9ylBkYgnE_0
"지난 스프링캠프 고요속의 외침 벌칙으로 당첨된 '중현이네 횟집알바' 🐟🦐
평생 야구만 해 온 이준영 김호령의 알바 현장을 공개합니다



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다


#독도횟집",KIA,https://i.ytimg.com/vi/0dEaE4y8iHE/hqdefault.jpg,광주 횟집에 갔더니 야구 선수가? 🫢 | 김호령 이준영의 일일 횟집 아르바이트,0dEaE4y8iHE
"지난번 응원가 퀴즈쇼에서 마지막 남은 자가 된 24 신인 성영탁
아쉬움을 만회하기 위해 액션캠을 들었는데..! 📹
→ https://www.youtube.com/watch?v=zmbAS4hu__M



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/jKs7iZTUzTE/hqdefault.jpg,무려 새벽 6시에 출근(!)하는 함평 훈련 브이로그 | 성영탁 조대현 김태윤 📹,jKs7iZTUzTE
"1군 그라운드에서 직접 응원가를 들을 날을 기다리며 🙏🏻



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/zmbAS4hu__M/hqdefault.jpg,입단 1개월차 24 신인들이 모였다! 응원가 교실이 된 퀴즈쇼 🎓🎶,zmbAS4hu__M
"일본어 1도 모르지만 밥 잘 먹어요 🥩🍧🍜 
2023 마무리캠프 브이로그



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/sZYMpeBXCXM/hqdefault.jpg,24 신인 이상준 김두현 브이로그 📹✨,sZYMpeBXCXM
"박준표 윤중현 한준수 광주 네이티브들이
일본에서 맛있기로 유명한 편의점을 털어봤습니다
(그런데 어째 고르는 것마다 영...ㅋㅋㅋㅋㅋ)


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/IOyd0wmqw2g/hqdefault.jpg,10만원 FLEX ✨ 일본 편의점 추천 음식 & 비추천 음식 모두 알려드림 ｜박준표 윤중현 한준수,IOyd0wmqw2g
"KIA 타이거즈 허벅지 왕 선발 대회(?)


*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*정규시즌 중, 매주 월요일에 경기 영상 외의 콘텐츠가 업로드 됩니다.",KIA,https://i.ytimg.com/vi/39pr6NNuwzs/hqdefault.jpg,아니 어떻게 사람 허벅지가 ○○인치..? 🦵🏻｜실험갸메라,39pr6NNuwzs
"물수능(?)인 이번 제 6회 #KIA능력시험 에서는 100점 최초 탄생!
#수험생_여러분의_최고_능력_발휘를_기원합니다 🙏🏻



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/UIQiny5okZw/hqdefault.jpg,🎓 제 6회 KIA 능력시험 결과는? 🎓 김건국 김태군 한준수 최지민 조대현 이상준,UIQiny5okZw
"정해원과 오키나와 캠프 숙소 주변 답사 같이 해봐요 🏖️🍦



*영상과 관련이 없거나, 근거 없는 루머/욕설/비난/도배 댓글은
댓글 삭제 또는 ID 차단이 됩니다. 모두가 즐거운 갸티비를 만들어주세요.

*비시즌에는 매주 수요일 & 일요일에 콘텐츠를 올려드립니다",KIA,https://i.ytimg.com/vi/SYGs63I0LKg/hqdefault.jpg,"편의점, 해변, 편의점, 산책, 편의점 가는 선수 일상 | 정해원 vlog #2 🍦",SYGs63I0LKg
